,direccion_x,barrio,metraje,$_m2,latitude,longitude
0,Av. Diaz Velez 4200,Almagro,88.0,1960.22727273,-34.6087789,-58.4260379
1,Av. Diaz Velez 4200,Almagro,60.0,1950.0,-34.6087789,-58.4260379
2,Av. Diaz Velez 4200,Almagro,35.0,2228.57142857,-34.6087789,-58.4260379
3,Av. Diaz Velez 4200,Almagro,46.0,2121.73913043,-34.6087789,-58.4260379
4,Trelles 1800,Caballito,45.0,1666.66666667,-34.62056079999999,-58.3945161
5,Trelles 1800,Caballito,56.0,2125.0,-34.62056079999999,-58.3945161
6,Trelles 1800,Caballito,90.0,1544.44444444,-34.62056079999999,-58.3945161
7,Trelles 1800,Caballito,38.0,1710.52631579,-34.62056079999999,-58.3945161
8,Trelles 1800,Caballito,58.0,1896.55172414,-34.62056079999999,-58.3945161
9,Bertres 500,Caballito,48.0,2187.5,-34.6246479,-58.438249899999995
10,Bertres 500,Caballito,47.0,2234.04255319,-34.6246479,-58.438249899999995
11,Doblas 500,Caballito,33.0,2242.42424242,-34.6224332,-58.430675
12,Doblas 500,Caballito,33.0,2181.81818182,-34.6224332,-58.430675
13,Doblas 500,Caballito,105.0,1895.23809524,-34.6224332,-58.430675
14,Doblas 500,Caballito,70.0,1685.71428571,-34.6224332,-58.430675
15,Doblas 500,Caballito,37.0,2621.62162162,-34.6224332,-58.430675
16,Andres Arguibel 2800,Las Cañitas,38.0,2800.0,-34.571492,-58.4291073
17,Andres Arguibel 2800,Las Cañitas,70.0,2773.71428571,-34.571492,-58.4291073
18,Andres Arguibel 2800,Las Cañitas,58.0,3261.20689655,-34.571492,-58.4291073
19,Andres Arguibel 2800,Las Cañitas,112.0,3072.32142857,-34.571492,-58.4291073
20,Andres Arguibel 2800,Las Cañitas,38.0,3600.0,-34.571492,-58.4291073
21,Andres Arguibel 2800,Las Cañitas,38.0,3250.0,-34.571492,-58.4291073
22,Andres Arguibel 2800,Las Cañitas,70.0,3088.57142857,-34.571492,-58.4291073
23,Andres Arguibel 2800,Las Cañitas,83.0,2987.95180723,-34.571492,-58.4291073
24,Andres Arguibel 2800,Las Cañitas,38.0,3050.0,-34.571492,-58.4291073
25,Andres Arguibel 2800,Las Cañitas,38.0,3400.0,-34.571492,-58.4291073
26,Andres Arguibel 2800,Las Cañitas,38.0,3200.0,-34.571492,-58.4291073
27,Concepcion Arenal 3400,Palermo Hollywood,40.0,2415.575,26.0112014,-80.1494901
28,Concepcion Arenal 3400,Palermo Hollywood,64.0,1509.734375,26.0112014,-80.1494901
29,"Garay, Juan De, Avda. 4000",Boedo,70.0,1642.85714286,-34.631908700000004,-58.4204673
30,"Garay, Juan De, Avda. 4000",Boedo,71.0,1478.87323944,-34.631908700000004,-58.4204673
31,"Garay, Juan De, Avda. 4000",Boedo,71.0,1408.45070423,-34.631908700000004,-58.4204673
32,Formosa 0,Caballito,54.0,2111.11111111,-34.62129229999999,-58.435167099999994
33,Formosa 0,Caballito,52.0,1942.30769231,-34.62129229999999,-58.435167099999994
34,Formosa 0,Caballito,52.0,1980.76923077,-34.62129229999999,-58.435167099999994
35,Formosa 0,Caballito,52.0,2019.23076923,-34.62129229999999,-58.435167099999994
36,Formosa 0,Caballito,52.0,2153.84615385,-34.62129229999999,-58.435167099999994
37,Formosa 0,Caballito,71.0,1901.4084507,-34.62129229999999,-58.435167099999994
38,Formosa 0,Caballito,52.0,2173.07692308,-34.62129229999999,-58.435167099999994
39,Formosa 0,Caballito,54.0,2203.7037037,-34.62129229999999,-58.435167099999994
40,Formosa 0,Caballito,80.0,2125.0,-34.62129229999999,-58.435167099999994
41,"Carabobo, Avda. 400",Caballito,76.0,1480.26315789,-34.631495799999996,-58.45437070000001
42,"Carabobo, Avda. 400",Caballito,53.0,1481.13207547,-34.631495799999996,-58.45437070000001
43,"Carabobo, Avda. 400",Caballito,76.0,1500.0,-34.631495799999996,-58.45437070000001
44,"Carabobo, Avda. 400",Caballito,76.0,1519.73684211,-34.631495799999996,-58.45437070000001
45,"Carabobo, Avda. 400",Caballito,76.0,1565.78947368,-34.631495799999996,-58.45437070000001
46,"Carabobo, Avda. 400",Caballito,53.0,1500.0,-34.631495799999996,-58.45437070000001
47,"Carabobo, Avda. 400",Caballito,53.0,1594.33962264,-34.631495799999996,-58.45437070000001
48,"Carabobo, Avda. 400",Caballito,43.0,1546.51162791,-34.631495799999996,-58.45437070000001
49,"Carabobo, Avda. 400",Caballito,43.0,1593.02325581,-34.631495799999996,-58.45437070000001
50,"Carabobo, Avda. 400",Caballito,43.0,14744.0697674,-34.631495799999996,-58.45437070000001
51,"Carabobo, Avda. 400",Caballito,43.0,14311.5116279,-34.631495799999996,-58.45437070000001
52,"Carabobo, Avda. 400",Caballito,53.0,1415.09433962,-34.631495799999996,-58.45437070000001
53,"Carabobo, Avda. 400",Caballito,66.0,1424.24242424,-34.631495799999996,-58.45437070000001
54,"Carabobo, Avda. 400",Caballito,76.0,1546.05263158,-34.631495799999996,-58.45437070000001
55,"Carabobo, Avda. 400",Caballito,76.0,1592.10526316,-34.631495799999996,-58.45437070000001
56,"Carabobo, Avda. 400",Caballito,53.0,1547.16981132,-34.631495799999996,-58.45437070000001
57,"Carabobo, Avda. 400",Caballito,43.0,1500.0,-34.631495799999996,-58.45437070000001
58,Valle 100,Caballito,39.0,1820.51282051,-34.623828100000004,-58.4287821
59,Valle 100,Caballito,50.0,1780.0,-34.623828100000004,-58.4287821
60,Valle 100,Caballito,48.0,1791.66666667,-34.623828100000004,-58.4287821
61,Valle 100,Caballito,48.0,1708.33333333,-34.623828100000004,-58.4287821
62,Valle 100,Caballito,39.0,1974.35897436,-34.623828100000004,-58.4287821
63,Valle 100,Caballito,47.0,1957.44680851,-34.623828100000004,-58.4287821
64,Rio De Janeiro 200,Caballito,77.0,2023.63636364,-34.6070586,-58.430586399999996
65,Rio De Janeiro 200,Caballito,77.0,2023.63636364,-34.6070586,-58.430586399999996
66,Rio De Janeiro 200,Caballito,55.0,2004.36363636,-34.6070586,-58.430586399999996
67,Rio De Janeiro 200,Caballito,55.0,2004.36363636,-34.6070586,-58.430586399999996
68,Rio De Janeiro 200,Caballito,77.0,1996.1038961,-34.6070586,-58.430586399999996
69,Rio De Janeiro 200,Caballito,77.0,1996.1038961,-34.6070586,-58.430586399999996
70,Rio De Janeiro 200,Caballito,55.0,1985.09090909,-34.6070586,-58.430586399999996
71,Rio De Janeiro 200,Caballito,55.0,1985.09090909,-34.6070586,-58.430586399999996
72,Rio De Janeiro 200,Caballito,73.0,2150.68493151,-34.6070586,-58.430586399999996
73,Rio De Janeiro 200,Caballito,73.0,2150.68493151,-34.6070586,-58.430586399999996
74,Rio De Janeiro 200,Caballito,66.0,2200.3030303,-34.6070586,-58.430586399999996
75,Rio De Janeiro 200,Caballito,66.0,2200.3030303,-34.6070586,-58.430586399999996
76,Rio De Janeiro 200,Caballito,55.0,2216.36363636,-34.6070586,-58.430586399999996
77,Rio De Janeiro 200,Caballito,55.0,2216.36363636,-34.6070586,-58.430586399999996
78,Rio De Janeiro 200,Caballito,55.0,1946.54545455,-34.6070586,-58.430586399999996
79,Rio De Janeiro 200,Caballito,55.0,1946.54545455,-34.6070586,-58.430586399999996
80,Rio De Janeiro 200,Caballito,77.0,2051.16883117,-34.6070586,-58.430586399999996
81,Rio De Janeiro 200,Caballito,77.0,2051.16883117,-34.6070586,-58.430586399999996
82,Rio De Janeiro 200,Caballito,55.0,2120.0,-34.6070586,-58.430586399999996
83,Rio De Janeiro 200,Caballito,55.0,2120.0,-34.6070586,-58.430586399999996
84,Rio De Janeiro 200,Caballito,55.0,1965.81818182,-34.6070586,-58.430586399999996
85,Rio De Janeiro 200,Caballito,55.0,1965.81818182,-34.6070586,-58.430586399999996
86,Rio De Janeiro 200,Caballito,55.0,2158.54545455,-34.6070586,-58.430586399999996
87,Rio De Janeiro 200,Caballito,55.0,2158.54545455,-34.6070586,-58.430586399999996
88,Rio De Janeiro 200,Caballito,72.0,2002.22222222,-34.6070586,-58.430586399999996
89,Rio De Janeiro 200,Caballito,72.0,2002.22222222,-34.6070586,-58.430586399999996
90,Rio De Janeiro 200,Caballito,55.0,2235.63636364,-34.6070586,-58.430586399999996
91,Rio De Janeiro 200,Caballito,55.0,2235.63636364,-34.6070586,-58.430586399999996
92,Rio De Janeiro 200,Caballito,111.0,1585.22522523,-34.6070586,-58.430586399999996
93,Rio De Janeiro 200,Caballito,111.0,1585.22522523,-34.6070586,-58.430586399999996
94,Rio De Janeiro 200,Caballito,72.0,2031.66666667,-34.6070586,-58.430586399999996
95,Rio De Janeiro 200,Caballito,72.0,2031.66666667,-34.6070586,-58.430586399999996
96,Rio De Janeiro 200,Caballito,100.0,1700.0,-34.6070586,-58.430586399999996
97,Rio De Janeiro 200,Caballito,100.0,1700.0,-34.6070586,-58.430586399999996
98,Rio De Janeiro 200,Caballito,72.0,2173.61111111,-34.6070586,-58.430586399999996
99,Rio De Janeiro 200,Caballito,72.0,2173.61111111,-34.6070586,-58.430586399999996
100,Rio De Janeiro 200,Caballito,72.0,2179.72222222,-34.6070586,-58.430586399999996
101,Rio De Janeiro 200,Caballito,72.0,2179.72222222,-34.6070586,-58.430586399999996
102,Rio De Janeiro 200,Caballito,53.0,2358.49056604,-34.6070586,-58.430586399999996
103,Rio De Janeiro 200,Caballito,53.0,2358.49056604,-34.6070586,-58.430586399999996
104,Rio De Janeiro 200,Caballito,27.0,2203.7037037,-34.6070586,-58.430586399999996
105,Rio De Janeiro 200,Caballito,27.0,2203.7037037,-34.6070586,-58.430586399999996
106,Rio De Janeiro 200,Caballito,72.0,2201.38888889,-34.6070586,-58.430586399999996
107,Rio De Janeiro 200,Caballito,72.0,2201.38888889,-34.6070586,-58.430586399999996
108,Rio De Janeiro 200,Caballito,72.0,2187.5,-34.6070586,-58.430586399999996
109,Rio De Janeiro 200,Caballito,72.0,2187.5,-34.6070586,-58.430586399999996
110,Rio De Janeiro 200,Caballito,66.0,2184.24242424,-34.6070586,-58.430586399999996
111,Rio De Janeiro 200,Caballito,66.0,2184.24242424,-34.6070586,-58.430586399999996
112,Rio De Janeiro 200,Caballito,55.0,2042.90909091,-34.6070586,-58.430586399999996
113,Rio De Janeiro 200,Caballito,55.0,2042.90909091,-34.6070586,-58.430586399999996
114,Rio De Janeiro 200,Caballito,55.0,2023.63636364,-34.6070586,-58.430586399999996
115,Rio De Janeiro 200,Caballito,55.0,2023.63636364,-34.6070586,-58.430586399999996
116,Rio De Janeiro 200,Caballito,55.0,2197.09090909,-34.6070586,-58.430586399999996
117,Rio De Janeiro 200,Caballito,55.0,2197.09090909,-34.6070586,-58.430586399999996
118,Rio De Janeiro 200,Caballito,55.0,2177.81818182,-34.6070586,-58.430586399999996
119,Rio De Janeiro 200,Caballito,55.0,2177.81818182,-34.6070586,-58.430586399999996
120,Rio De Janeiro 200,Caballito,55.0,2274.18181818,-34.6070586,-58.430586399999996
121,Rio De Janeiro 200,Caballito,55.0,2274.18181818,-34.6070586,-58.430586399999996
122,Rio De Janeiro 200,Caballito,111.0,1604.32432432,-34.6070586,-58.430586399999996
123,Rio De Janeiro 200,Caballito,111.0,1604.32432432,-34.6070586,-58.430586399999996
124,Rio De Janeiro 200,Caballito,72.0,2061.11111111,-34.6070586,-58.430586399999996
125,Rio De Janeiro 200,Caballito,72.0,2061.11111111,-34.6070586,-58.430586399999996
126,Rio De Janeiro 200,Caballito,72.0,2178.88888889,-34.6070586,-58.430586399999996
127,Rio De Janeiro 200,Caballito,72.0,2178.88888889,-34.6070586,-58.430586399999996
128,Rio De Janeiro 200,Caballito,77.0,2078.7012987,-34.6070586,-58.430586399999996
129,Rio De Janeiro 200,Caballito,77.0,2078.7012987,-34.6070586,-58.430586399999996
130,Rio De Janeiro 200,Caballito,77.0,2161.2987013,-34.6070586,-58.430586399999996
131,Rio De Janeiro 200,Caballito,77.0,2161.2987013,-34.6070586,-58.430586399999996
132,Rio De Janeiro 200,Caballito,77.0,2188.83116883,-34.6070586,-58.430586399999996
133,Rio De Janeiro 200,Caballito,77.0,2188.83116883,-34.6070586,-58.430586399999996
134,Rio De Janeiro 200,Caballito,36.0,2097.22222222,-34.6070586,-58.430586399999996
135,Rio De Janeiro 200,Caballito,36.0,2097.22222222,-34.6070586,-58.430586399999996
136,Puan 0,Caballito,45.0,1893.66666667,-34.6264069,-58.4474819
137,Puan 0,Caballito,45.0,1893.66666667,-34.6264069,-58.4474819
138,Puan 0,Caballito,42.0,1878.73809524,-34.6264069,-58.4474819
139,Puan 0,Caballito,42.0,1878.73809524,-34.6264069,-58.4474819
140,Puan 0,Caballito,53.0,1676.30188679,-34.6264069,-58.4474819
141,Puan 0,Caballito,53.0,1676.30188679,-34.6264069,-58.4474819
142,Puan 0,Caballito,58.0,1955.68965517,-34.6264069,-58.4474819
143,Puan 0,Caballito,58.0,1955.68965517,-34.6264069,-58.4474819
144,Puan 0,Caballito,120.0,1791.66666667,-34.6264069,-58.4474819
145,Puan 0,Caballito,120.0,1791.66666667,-34.6264069,-58.4474819
146,Puan 0,Caballito,120.0,1916.66666667,-34.6264069,-58.4474819
147,Puan 0,Caballito,120.0,1916.66666667,-34.6264069,-58.4474819
148,Puan 0,Caballito,80.0,2098.75,-34.6264069,-58.4474819
149,Puan 0,Caballito,80.0,2098.75,-34.6264069,-58.4474819
150,Puan 0,Caballito,115.0,1868.69565217,-34.6264069,-58.4474819
151,Puan 0,Caballito,115.0,1868.69565217,-34.6264069,-58.4474819
152,Pergamino 300,Flores,38.0,1842.10526316,-34.649640600000005,-58.46060670000001
153,Pergamino 300,Flores,38.0,1894.73684211,-34.649640600000005,-58.46060670000001
154,Pergamino 300,Flores,38.0,1921.05263158,-34.649640600000005,-58.46060670000001
155,Pergamino 300,Flores,38.0,1960.52631579,-34.649640600000005,-58.46060670000001
156,Pergamino 300,Flores,38.0,1986.84210526,-34.649640600000005,-58.46060670000001
157,Pergamino 300,Flores,91.0,1560.43956044,-34.649640600000005,-58.46060670000001
158,Pergamino 300,Flores,69.0,1847.82608696,-34.649640600000005,-58.46060670000001
159,Pergamino 300,Flores,46.0,1902.17391304,-34.649640600000005,-58.46060670000001
160,Pergamino 300,Flores,69.0,1876.8115942,-34.649640600000005,-58.46060670000001
161,Gurruchaga 600,Villa Crespo,51.0,2036.23529412,-34.5963249,-58.4404549
162,Gurruchaga 600,Villa Crespo,39.0,1793.97435897,-34.5963249,-58.4404549
163,Gurruchaga 600,Villa Crespo,37.0,2130.83783784,-34.5963249,-58.4404549
164,Gurruchaga 600,Villa Crespo,37.0,2099.56756757,-34.5963249,-58.4404549
165,Gurruchaga 600,Villa Crespo,131.0,2328.35877863,-34.5963249,-58.4404549
166,Gurruchaga 600,Villa Crespo,127.0,2273.28346457,-34.5963249,-58.4404549
167,Gurruchaga 600,Villa Crespo,113.0,2298.28318584,-34.5963249,-58.4404549
168,Gurruchaga 600,Villa Crespo,91.0,1992.42857143,-34.5963249,-58.4404549
169,Gurruchaga 600,Villa Crespo,81.0,2192.71604938,-34.5963249,-58.4404549
170,Gurruchaga 600,Villa Crespo,75.0,1758.66666667,-34.5963249,-58.4404549
171,Gurruchaga 600,Villa Crespo,37.0,2116.62162162,-34.5963249,-58.4404549
172,Gurruchaga 600,Villa Crespo,63.0,2203.84126984,-34.5963249,-58.4404549
173,Gurruchaga 600,Villa Crespo,81.0,2128.74074074,-34.5963249,-58.4404549
174,Gurruchaga 600,Villa Crespo,125.0,2274.696,-34.5963249,-58.4404549
175,Gurruchaga 600,Villa Crespo,37.0,2036.16216216,-34.5963249,-58.4404549
176,Gurruchaga 600,Villa Crespo,37.0,2052.64864865,-34.5963249,-58.4404549
177,Gurruchaga 600,Villa Crespo,81.0,2214.72839506,-34.5963249,-58.4404549
178,Gurruchaga 600,Villa Crespo,94.0,1729.03191489,-34.5963249,-58.4404549
179,Gurruchaga 600,Villa Crespo,37.0,1891.89189189,-34.5963249,-58.4404549
180,Gurruchaga 600,Villa Crespo,65.0,2080.0,-34.5963249,-58.4404549
181,Gurruchaga 600,Villa Crespo,93.0,1747.62365591,-34.5963249,-58.4404549
182,Gurruchaga 600,Villa Crespo,37.0,2113.59459459,-34.5963249,-58.4404549
183,Gurruchaga 600,Villa Crespo,82.0,2123.5,-34.5963249,-58.4404549
184,Gurruchaga 600,Villa Crespo,63.0,2182.03174603,-34.5963249,-58.4404549
185,Gurruchaga 600,Villa Crespo,38.0,1903.07894737,-34.5963249,-58.4404549
186,Gurruchaga 600,Villa Crespo,99.0,1786.75757576,-34.5963249,-58.4404549
187,Gurruchaga 600,Villa Crespo,37.0,2068.2972973,-34.5963249,-58.4404549
188,Gurruchaga 600,Villa Crespo,34.0,2064.70588235,-34.5963249,-58.4404549
189,Gurruchaga 600,Villa Crespo,131.0,2270.99236641,-34.5963249,-58.4404549
190,Gurruchaga 600,Villa Crespo,65.0,2113.84615385,-34.5963249,-58.4404549
191,Gurruchaga 600,Villa Crespo,127.0,2217.32283465,-34.5963249,-58.4404549
192,Gurruchaga 600,Villa Crespo,63.0,2289.01587302,-34.5963249,-58.4404549
193,Gurruchaga 600,Villa Crespo,77.0,2177.32467532,-34.5963249,-58.4404549
194,Gurruchaga 600,Villa Crespo,65.0,2030.76923077,-34.5963249,-58.4404549
195,Gurruchaga 600,Villa Crespo,63.0,2215.71428571,-34.5963249,-58.4404549
196,Gurruchaga 600,Villa Crespo,77.0,2135.64935065,-34.5963249,-58.4404549
197,Gurruchaga 600,Villa Crespo,77.0,2114.31168831,-34.5963249,-58.4404549
198,Gurruchaga 600,Villa Crespo,76.0,1815.78947368,-34.5963249,-58.4404549
199,Gurruchaga 600,Villa Crespo,38.0,1885.23684211,-34.5963249,-58.4404549
200,Gurruchaga 600,Villa Crespo,38.0,1921.84210526,-34.5963249,-58.4404549
201,Gurruchaga 600,Villa Crespo,37.0,1897.67567568,-34.5963249,-58.4404549
202,Gurruchaga 600,Villa Crespo,62.0,2051.48387097,-34.5963249,-58.4404549
203,Gurruchaga 600,Villa Crespo,35.0,11971.4285714,-34.5963249,-58.4404549
204,Gurruchaga 600,Villa Crespo,37.0,1916.94594595,-34.5963249,-58.4404549
205,Gurruchaga 600,Villa Crespo,41.0,1878.04878049,-34.5963249,-58.4404549
206,Gurruchaga 600,Villa Crespo,70.0,1821.42857143,-34.5963249,-58.4404549
207,Gurruchaga 600,Villa Crespo,75.0,1800.0,-34.5963249,-58.4404549
208,Guemes 3500,Palermo,44.0,2280.0,-34.5894759,-58.41269690000001
209,Guemes 3500,Palermo,38.0,2552.63157895,-34.5894759,-58.41269690000001
210,Guemes 3500,Palermo,38.0,2605.26315789,-34.5894759,-58.41269690000001
211,Guemes 3500,Palermo,38.0,2447.36842105,-34.5894759,-58.41269690000001
212,Guemes 3500,Palermo,38.0,2500.0,-34.5894759,-58.41269690000001
213,Guemes 3500,Palermo,46.0,3260.86956522,-34.5894759,-58.41269690000001
214,Fitz Roy 2300,Palermo Hollywood,44.0,2727.27272727,26.0112014,-80.1494901
215,Fitz Roy 2300,Palermo Hollywood,41.0,3121.95121951,26.0112014,-80.1494901
216,Fitz Roy 2300,Palermo Hollywood,42.0,3119.04761905,26.0112014,-80.1494901
217,Fitz Roy 2300,Palermo Hollywood,43.0,3604.65116279,26.0112014,-80.1494901
218,Fitz Roy 2300,Palermo Hollywood,36.0,2772.22222222,26.0112014,-80.1494901
219,Fitz Roy 2300,Palermo Hollywood,47.0,3085.10638298,26.0112014,-80.1494901
220,Fitz Roy 2300,Palermo Hollywood,35.0,2851.42857143,26.0112014,-80.1494901
221,Fitz Roy 2300,Palermo Hollywood,41.0,2678.04878049,26.0112014,-80.1494901
222,"San Juan, Av. 800",San Telmo,80.0,24739.0,-34.62203,-58.37717760000001
223,"San Juan, Av. 800",San Telmo,35.0,25021.8571429,-34.62203,-58.37717760000001
224,"San Juan, Av. 800",San Telmo,80.0,25357.0625,-34.62203,-58.37717760000001
225,"San Juan, Av. 800",San Telmo,80.0,25990.9375,-34.62203,-58.37717760000001
226,"San Juan, Av. 800",San Telmo,48.0,23072.5,-34.62203,-58.37717760000001
227,"San Juan, Av. 800",San Telmo,48.0,27919.375,-34.62203,-58.37717760000001
228,"San Juan, Av. 800",San Telmo,48.0,27238.75,-34.62203,-58.37717760000001
229,"San Juan, Av. 800",San Telmo,35.0,27619.4285714,-34.62203,-58.37717760000001
230,"San Juan, Av. 800",San Telmo,80.0,28313.8125,-34.62203,-58.37717760000001
231,"San Juan, Av. 800",San Telmo,35.0,23395.4285714,-34.62203,-58.37717760000001
232,"San Juan, Av. 800",San Telmo,48.0,26574.1666667,-34.62203,-58.37717760000001
233,"San Juan, Av. 800",San Telmo,80.0,24135.375,-34.62203,-58.37717760000001
234,"San Juan, Av. 800",San Telmo,67.0,25272.0895522,-34.62203,-58.37717760000001
235,"San Juan, Av. 800",San Telmo,48.0,25294.2708333,-34.62203,-58.37717760000001
236,"San Juan, Av. 800",San Telmo,80.0,27631.125,-34.62203,-58.37717760000001
237,"San Juan, Av. 800",San Telmo,48.0,24075.1041667,-34.62203,-58.37717760000001
238,"San Juan, Av. 800",San Telmo,80.0,26965.625,-34.62203,-58.37717760000001
239,"Rivadavia, Av. 1500",Congreso,50.0,1740.0,-31.5622783,-68.5437722
240,"Rivadavia, Av. 1500",Congreso,50.0,1750.0,-31.5622783,-68.5437722
241,"Rivadavia, Av. 1500",Congreso,50.0,1900.0,-31.5622783,-68.5437722
242,"Rivadavia, Av. 1500",Congreso,50.0,16600.0,-31.5622783,-68.5437722
243,"Rivadavia, Av. 1500",Congreso,50.0,1980.0,-31.5622783,-68.5437722
244,"Rivadavia, Av. 1500",Congreso,50.0,16800.0,-31.5622783,-68.5437722
245,"Rivadavia, Av. 1500",Congreso,50.0,2000.0,-31.5622783,-68.5437722
246,"Rivadavia, Av. 1500",Congreso,1.0,135000.0,-31.5622783,-68.5437722
247,"Rivadavia, Av. 1500",Congreso,50.0,1840.0,-31.5622783,-68.5437722
248,"Rivadavia, Av. 1500",Congreso,50.0,1790.0,-31.5622783,-68.5437722
249,"Rivadavia, Av. 1500",Congreso,50.0,1960.0,-31.5622783,-68.5437722
250,"Rivadavia, Av. 1500",Congreso,50.0,1820.0,-31.5622783,-68.5437722
251,"Rivadavia, Av. 1500",Congreso,50.0,2040.0,-31.5622783,-68.5437722
252,"Rivadavia, Av. 1500",Congreso,50.0,2100.0,-31.5622783,-68.5437722
253,"Rivadavia, Av. 1500",Congreso,50.0,2300.0,-31.5622783,-68.5437722
254,"Rivadavia, Av. 1500",Congreso,50.0,2200.0,-31.5622783,-68.5437722
255,"Rivadavia, Av. 1500",Congreso,50.0,1660.0,-31.5622783,-68.5437722
256,"La Plata, Avda. 1200",Boedo,42.0,1785.71428571,37.2456033,-107.87696310000001
257,"La Plata, Avda. 1200",Boedo,40.0,1900.0,37.2456033,-107.87696310000001
258,"La Plata, Avda. 1200",Boedo,40.0,1925.0,37.2456033,-107.87696310000001
259,"La Plata, Avda. 1200",Boedo,41.0,1987.80487805,37.2456033,-107.87696310000001
260,"La Plata, Avda. 1200",Boedo,42.0,1833.33333333,37.2456033,-107.87696310000001
261,"La Plata, Avda. 1200",Boedo,49.0,1693.87755102,37.2456033,-107.87696310000001
262,"La Plata, Avda. 1200",Boedo,56.0,1910.71428571,37.2456033,-107.87696310000001
263,"La Plata, Avda. 1200",Boedo,55.0,1816.36363636,37.2456033,-107.87696310000001
264,"La Plata, Avda. 1200",Boedo,41.0,1926.82926829,37.2456033,-107.87696310000001
265,"La Plata, Avda. 1200",Boedo,55.0,1890.90909091,37.2456033,-107.87696310000001
266,"La Plata, Avda. 1200",Boedo,41.0,1902.43902439,37.2456033,-107.87696310000001
267,"La Plata, Avda. 1200",Boedo,60.0,1665.0,37.2456033,-107.87696310000001
268,"La Plata, Avda. 1200",Boedo,42.0,1809.52380952,37.2456033,-107.87696310000001
269,"La Plata, Avda. 1200",Boedo,41.0,1829.26829268,37.2456033,-107.87696310000001
270,"Independencia, Av. 1300",San Cristobal,37.0,2040.54054054,-33.4209767,-70.6405787
271,"Independencia, Av. 1300",San Cristobal,36.0,2041.66666667,-33.4209767,-70.6405787
272,"Independencia, Av. 1300",San Cristobal,76.0,1815.78947368,-33.4209767,-70.6405787
273,"Independencia, Av. 1300",San Cristobal,48.0,1395.83333333,-33.4209767,-70.6405787
274,"Independencia, Av. 1300",San Cristobal,36.0,1958.33333333,-33.4209767,-70.6405787
275,"Independencia, Av. 1300",San Cristobal,47.0,1744.68085106,-33.4209767,-70.6405787
276,"Independencia, Av. 1300",San Cristobal,47.0,2010.63829787,-33.4209767,-70.6405787
277,"Independencia, Av. 1300",San Cristobal,47.0,1755.31914894,-33.4209767,-70.6405787
278,"Independencia, Av. 1300",San Cristobal,36.0,1861.11111111,-33.4209767,-70.6405787
279,"Independencia, Av. 1300",San Cristobal,47.0,1946.80851064,-33.4209767,-70.6405787
280,"Independencia, Av. 1300",San Cristobal,36.0,1902.77777778,-33.4209767,-70.6405787
281,"Independencia, Av. 1300",San Cristobal,37.0,2027.02702703,-33.4209767,-70.6405787
282,"Independencia, Av. 1300",San Cristobal,47.0,1914.89361702,-33.4209767,-70.6405787
283,"Independencia, Av. 1300",San Cristobal,47.0,1893.61702128,-33.4209767,-70.6405787
284,"Independencia, Av. 1300",San Cristobal,37.0,2013.51351351,-33.4209767,-70.6405787
285,"Independencia, Av. 1300",San Cristobal,36.0,1972.22222222,-33.4209767,-70.6405787
286,"Independencia, Av. 1300",San Cristobal,36.0,2013.88888889,-33.4209767,-70.6405787
287,"Independencia, Av. 1300",San Cristobal,47.0,1872.34042553,-33.4209767,-70.6405787
288,"Independencia, Av. 1300",San Cristobal,43.0,1883.72093023,-33.4209767,-70.6405787
289,"Independencia, Av. 1300",San Cristobal,47.0,1723.40425532,-33.4209767,-70.6405787
290,"Independencia, Av. 1300",San Cristobal,47.0,1861.70212766,-33.4209767,-70.6405787
291,"Independencia, Av. 1300",San Cristobal,43.0,1767.44186047,-33.4209767,-70.6405787
292,"Independencia, Av. 1300",San Cristobal,47.0,1765.95744681,-33.4209767,-70.6405787
293,"Independencia, Av. 1300",San Cristobal,36.0,1755.55555556,-33.4209767,-70.6405787
294,"Independencia, Av. 1300",San Cristobal,67.0,1335.82089552,-33.4209767,-70.6405787
295,"Independencia, Av. 1300",San Cristobal,56.0,1598.21428571,-33.4209767,-70.6405787
296,"Independencia, Av. 1300",San Cristobal,48.0,1802.08333333,-33.4209767,-70.6405787
297,"Independencia, Av. 1300",San Cristobal,36.0,1930.55555556,-33.4209767,-70.6405787
298,"Independencia, Av. 1300",San Cristobal,56.0,1294.64285714,-33.4209767,-70.6405787
299,"Directorio, Avda. 400",Caballito,39.0,2217.94871795,-34.627798,-58.4323217
300,"Directorio, Avda. 400",Caballito,39.0,2166.66666667,-34.627798,-58.4323217
301,"Directorio, Avda. 400",Caballito,65.0,1507.69230769,-34.627798,-58.4323217
302,"Directorio, Avda. 400",Caballito,37.0,2067.56756757,-34.627798,-58.4323217
303,"Directorio, Avda. 400",Caballito,38.0,2118.42105263,-34.627798,-58.4323217
304,"Directorio, Avda. 400",Caballito,42.0,1785.71428571,-34.627798,-58.4323217
305,"Directorio, Avda. 400",Caballito,38.0,2171.05263158,-34.627798,-58.4323217
306,"Directorio, Avda. 400",Caballito,42.0,2130.95238095,-34.627798,-58.4323217
307,"Directorio, Avda. 400",Caballito,37.0,1864.86486486,-34.627798,-58.4323217
308,"Directorio, Avda. 400",Caballito,42.0,1940.47619048,-34.627798,-58.4323217
309,"Directorio, Avda. 400",Caballito,38.0,1960.52631579,-34.627798,-58.4323217
310,"Directorio, Avda. 400",Caballito,42.0,1988.0952381,-34.627798,-58.4323217
