,direccion_x,barrio,metraje,$_m2,latitude,longitude
6364,Fitz Roy 2000,Palermo Hollywood - Palermo,39.0,2279.94871795,38.1156879,13.361267100000001
6365,Fitz Roy 2000,Palermo Hollywood - Palermo,44.0,2435.40909091,38.1156879,13.361267100000001
6366,Fitz Roy 2000,Palermo Hollywood - Palermo,39.0,2458.38461538,38.1156879,13.361267100000001
6367,Fitz Roy 2000,Palermo Hollywood - Palermo,45.0,2176.6,38.1156879,13.361267100000001
6368,Fitz Roy 2000,Palermo Hollywood - Palermo,44.0,2256.70454545,38.1156879,13.361267100000001
6369,Fitz Roy 2000,Palermo Hollywood - Palermo,48.0,1854.60416667,38.1156879,13.361267100000001
6370,Fitz Roy 2000,Palermo Hollywood - Palermo,39.0,2167.1025641,38.1156879,13.361267100000001
6371,Fitz Roy 2000,Palermo Hollywood - Palermo,59.0,1810.55932203,38.1156879,13.361267100000001
6372,Fitz Roy 2000,Palermo Hollywood - Palermo,50.0,2160.76,38.1156879,13.361267100000001
6373,Solis 300,Monserrat,29.0,2000.0,-34.612517499999996,-58.3902584
6374,General Venancio Flores 3100,Flores,83.0,1144.57831325,-33.959244399999996,-57.0927563
6375,Juana Manso 1600,Puerto Madero,87.0,4367.81609195,-34.598871700000004,-58.3641235
6376,Juana Manso 1600,Puerto Madero,90.0,4333.33333333,-34.598871700000004,-58.3641235
6377,Juana Manso 1600,Puerto Madero,70.0,4428.57142857,-34.598871700000004,-58.3641235
6378,Juana Manso 1600,Puerto Madero,55.0,4636.36363636,-34.598871700000004,-58.3641235
6379,Juana Manso 1600,Puerto Madero,70.0,3971.42857143,-34.598871700000004,-58.3641235
6380,Juana Manso 1600,Puerto Madero,75.0,3600.0,-34.598871700000004,-58.3641235
6381,Juana Manso 1600,Puerto Madero,88.0,4318.18181818,-34.598871700000004,-58.3641235
6382,Juana Manso 1600,Puerto Madero,75.0,4653.33333333,-34.598871700000004,-58.3641235
6383,Juana Manso 1600,Puerto Madero,90.0,4222.22222222,-34.598871700000004,-58.3641235
6384,Juana Manso 1600,Puerto Madero,52.0,4403.84615385,-34.598871700000004,-58.3641235
6385,Juana Manso 1600,Puerto Madero,70.0,4000.0,-34.598871700000004,-58.3641235
6386,Juana Manso 1600,Puerto Madero,53.0,4433.96226415,-34.598871700000004,-58.3641235
6387,Juana Manso 1600,Puerto Madero,75.0,4266.66666667,-34.598871700000004,-58.3641235
6388,Concepcion Arenal 2400,Belgrano,52.0,2865.38461538,-28.26932,-58.12108
6389,Concepcion Arenal 2400,Belgrano,52.0,2865.38461538,-34.5733996,-58.436303099999996
6391,Concepcion Arenal 2400,Belgrano,76.0,1842.10526316,-28.26932,-58.12108
6392,Concepcion Arenal 2400,Belgrano,76.0,1842.10526316,-34.5733996,-58.436303099999996
6394,Concepcion Arenal 2400,Belgrano,52.0,3057.69230769,-28.26932,-58.12108
6395,Concepcion Arenal 2400,Belgrano,52.0,3057.69230769,-34.5733996,-58.436303099999996
6397,Concepcion Arenal 2400,Belgrano,84.0,2619.04761905,-28.26932,-58.12108
6398,Concepcion Arenal 2400,Belgrano,84.0,2619.04761905,-34.5733996,-58.436303099999996
6400,Posadas 1200,Recoleta,162.0,2777.77777778,-34.589813799999995,-58.3833912
6401,Posadas 1200,Recoleta,160.0,3000.0,-34.589813799999995,-58.3833912
6402,Posadas 1200,Recoleta,130.0,3192.30769231,-34.589813799999995,-58.3833912
6403,Posadas 1200,Recoleta,295.0,3050.84745763,-34.589813799999995,-58.3833912
6404,Posadas 1200,Recoleta,161.0,5279.50310559,-34.589813799999995,-58.3833912
6405,Posadas 1200,Recoleta,161.0,2639.7515528,-34.589813799999995,-58.3833912
6406,Posadas 1200,Recoleta,272.0,2922.79411765,-34.589813799999995,-58.3833912
6407,Esteban De Luca 1400,San Cristobal,45.0,1777.77777778,-34.6267018,-58.403994299999994
6408,Cabildo 4200,Nuñez,29.0,2406.89655172,-34.5553607,-58.462524699999996
6409,Cordoba 6500,Colegiales,190.0,1710.52631579,-34.582209000000006,-58.450605
6410,Cordoba 6500,Colegiales,74.0,2283.78378378,-34.582209000000006,-58.450605
6411,Cordoba 6500,Colegiales,40.0,2000.0,-34.582209000000006,-58.450605
6412,Cordoba 6500,Colegiales,103.0,1553.39805825,-34.582209000000006,-58.450605
6413,Cordoba 6500,Colegiales,40.0,1875.0,-34.582209000000006,-58.450605
6414,Cordoba 6500,Colegiales,76.0,1973.68421053,-34.582209000000006,-58.450605
6415,Cordoba 6500,Colegiales,74.0,2500.0,-34.582209000000006,-58.450605
6416,Cordoba 6500,Colegiales,74.0,2364.86486486,-34.582209000000006,-58.450605
6417,Salta 500,Monserrat,30.0,2366.66666667,-34.6142609,-58.38298689999999
6418,Avenida Boedo 700,Boedo,61.0,1622.95081967,-34.6269699,-58.41597049999999
6419,Paraguay 4600,Palermo,55.0,2272.72727273,-25.374867300000002,-57.6026856
6420,Paraguay 4600,Palermo,48.0,2187.5,-25.374867300000002,-57.6026856
6421,Charlone 500,Colegiales,48.0,3.08333333333,-34.5829216,-58.45122560000001
6422,Charlone 500,Colegiales,46.0,2608.69565217,-34.5829216,-58.45122560000001
6423,Charlone 500,Colegiales,63.0,3414.25396825,-34.5829216,-58.45122560000001
6424,Charlone 500,Colegiales,54.0,2896.16666667,-34.5829216,-58.45122560000001
6425,Charlone 500,Colegiales,48.0,2977.33333333,-34.5829216,-58.45122560000001
6426,Charlone 500,Colegiales,61.0,3010.75409836,-34.5829216,-58.45122560000001
6427,Charlone 500,Colegiales,71.0,3303.25352113,-34.5829216,-58.45122560000001
6428,Charlone 500,Colegiales,87.0,3126.82758621,-34.5829216,-58.45122560000001
6429,Charlone 500,Colegiales,43.0,2760.51162791,-34.5829216,-58.45122560000001
6430,Charlone 500,Colegiales,72.0,2361.11111111,-34.5829216,-58.45122560000001
6431,Charlone 500,Colegiales,65.0,2923.07692308,-34.5829216,-58.45122560000001
6432,Charlone 500,Colegiales,68.0,3382.35294118,-34.5829216,-58.45122560000001
6433,Charlone 500,Colegiales,69.0,3260.86956522,-34.5829216,-58.45122560000001
6434,Charlone 500,Colegiales,43.0,2429.23255814,-34.5829216,-58.45122560000001
6435,Charlone 500,Colegiales,68.0,3176.47058824,-34.5829216,-58.45122560000001
6436,Charlone 500,Colegiales,47.0,3042.55319149,-34.5829216,-58.45122560000001
6437,Charlone 500,Colegiales,79.0,2968.35443038,-34.5829216,-58.45122560000001
6438,Charlone 500,Colegiales,44.0,2704.54545455,-34.5829216,-58.45122560000001
6439,Charlone 500,Colegiales,65.0,2912.09230769,-34.5829216,-58.45122560000001
6440,Charlone 500,Colegiales,49.0,2657.89795918,-34.5829216,-58.45122560000001
6441,Charlone 500,Colegiales,48.0,2833.33333333,-34.5829216,-58.45122560000001
6442,Charlone 500,Colegiales,61.0,2770.49180328,-34.5829216,-58.45122560000001
6443,Charlone 500,Colegiales,63.0,3142.85714286,-34.5829216,-58.45122560000001
6444,Charlone 500,Colegiales,71.0,3028.16901408,-34.5829216,-58.45122560000001
6445,Nicaragua 5400,Palermo Hollywood - Palermo,52.0,3057.69230769,38.1156879,13.361267100000001
6446,Nicaragua 5400,Palermo Hollywood - Palermo,62.0,2661.29032258,38.1156879,13.361267100000001
6447,Nicaragua 5400,Palermo Hollywood - Palermo,65.0,3230.76923077,38.1156879,13.361267100000001
6448,Nicaragua 5400,Palermo Hollywood - Palermo,69.0,3188.4057971,38.1156879,13.361267100000001
6449,Nicaragua 5400,Palermo Hollywood - Palermo,56.0,3214.28571429,38.1156879,13.361267100000001
6450,Nicaragua 5400,Palermo Hollywood - Palermo,56.0,2750.0,38.1156879,13.361267100000001
6451,Nicaragua 5400,Palermo Hollywood - Palermo,52.0,2980.76923077,38.1156879,13.361267100000001
6452,Nicaragua 5400,Palermo Hollywood - Palermo,50.0,3100.0,38.1156879,13.361267100000001
6453,Humboldt 1300,Palermo Hollywood - Palermo,112.0,34790.1785714,38.1156879,13.361267100000001
6454,Humboldt 1300,Palermo Hollywood - Palermo,55.0,37000.0,38.1156879,13.361267100000001
6455,Humboldt 1300,Palermo Hollywood - Palermo,50.0,31300.0,38.1156879,13.361267100000001
6456,Sebastian Caboto 400,Boca,42.0,21548.2380952,8.337659200000001,-62.68907189999999
6457,Av. Libertador 2300,Palermo Chico - Palermo,185.0,3135.13513514,38.1156879,13.361267100000001
6458,Concepcion Arenal 2400,Colegiales,52.0,2865.38461538,-34.578313,-58.441425
6459,Avenida Congreso 1800,Nuñez,150.0,3533.33333333,-34.553424,-58.4586454
6460,Avenida Congreso 1800,Nuñez,33.0,2272.72727273,-34.553424,-58.4586454
6461,Avenida Congreso 1800,Nuñez,150.0,4133.33333333,-34.553424,-58.4586454
6462,Avenida Congreso 1800,Nuñez,160.0,3250.0,-34.553424,-58.4586454
6463,Avenida Congreso 1800,Nuñez,160.0,3937.5,-34.553424,-58.4586454
6464,Avenida Congreso 1800,Nuñez,34.0,3088.23529412,-34.553424,-58.4586454
6465,General Cornelio Saavedra 700,Balvanera,39.0,1666.66666667,0.0,0.0
6466,Avenida Triunvirato 3500,Villa Urquiza,70.0,1685.71428571,-34.5739681,-58.4867315
6467,Avenida Juan De Garay 700,San Telmo,44.0,3000.0,-34.6246538,-58.3753228
6468,Avenida Juan De Garay 700,San Telmo,33.0,3181.81818182,-34.6246538,-58.3753228
6469,Avenida Juan De Garay 700,San Telmo,43.0,162.790697674,-34.6246538,-58.3753228
6470,Avenida Juan De Garay 700,San Telmo,50.0,2800.0,-34.6246538,-58.3753228
6471,Avenida Juan De Garay 700,San Telmo,44.0,2704.54545455,-34.6246538,-58.3753228
6472,Avenida Juan De Garay 700,San Telmo,60.0,1916.66666667,-34.6246538,-58.3753228
6473,Avenida Juan De Garay 700,San Telmo,88.0,2840.90909091,-34.6246538,-58.3753228
6474,Avenida Juan De Garay 700,San Telmo,77.0,3896.1038961,-34.6246538,-58.3753228
6475,Avenida Juan De Garay 700,San Telmo,44.0,3068.18181818,-34.6246538,-58.3753228
6476,Avenida Corrientes 2900,Once,171.0,1052.63157895,-34.6045403,-58.4065476
6477,Avenida Corrientes 2900,Once,33.0,2090.90909091,-34.6045403,-58.4065476
6478,Avellaneda 2000,Flores,42.0,1857.14285714,-36.0049329,-59.122364399999995
6479,Avellaneda 2000,Flores,45.0,1575.55555556,-36.0049329,-59.122364399999995
6480,Avellaneda 2000,Flores,90.0,2055.55555556,-36.0049329,-59.122364399999995
6481,La Pampa 2900,Belgrano,54.0,2500.0,-34.5676309,-58.4586529
6482,La Pampa 2900,Belgrano,76.0,2302.63157895,-34.5676309,-58.4586529
6483,La Pampa 2900,Belgrano,54.0,3055.55555556,-34.5676309,-58.4586529
6484,La Pampa 2900,Belgrano,135.0,1992.59259259,-34.5676309,-58.4586529
6485,La Pampa 2900,Belgrano,60.0,1833.33333333,-34.5676309,-58.4586529
6486,La Pampa 2900,Belgrano,1.0,240000.0,-34.5676309,-58.4586529
6487,Julian Alvarez 2300,Barrio Norte,86.0,2267.44186047,-34.5881805,-58.41708389999999
6488,Julian Alvarez 2300,Barrio Norte,86.0,2267.44186047,-34.5881805,-58.41708389999999
6489,Julian Alvarez 2300,Barrio Norte,48.0,2395.83333333,-34.5881805,-58.41708389999999
6490,Julian Alvarez 2300,Barrio Norte,48.0,2395.83333333,-34.5881805,-58.41708389999999
6491,Avenida Cabildo 1600,Belgrano,46.0,2065.2173913,-34.5621751,-58.4564835
6492,Avenida Cabildo 1600,Belgrano,86.0,2069.76744186,-34.5621751,-58.4564835
6493,Avenida Cabildo 1600,Belgrano,126.0,1904.76190476,-34.5621751,-58.4564835
6494,Aime Paine 1600,Puerto Madero,59.0,3661.01694915,-34.6118992,-58.361626
6495,Aime Paine 1600,Puerto Madero,89.0,5056.17977528,-34.6118992,-58.361626
6496,Aime Paine 1600,Puerto Madero,54.0,3600.0,-34.6118992,-58.361626
6497,Aime Paine 1600,Puerto Madero,115.0,3913.04347826,-34.6118992,-58.361626
6498,Aime Paine 1600,Puerto Madero,75.0,4506.66666667,-34.6118992,-58.361626
6499,Austria 2200,Recoleta,34.0,2411.76470588,-34.5873169,-58.4032019
6500,Austria 2200,Recoleta,41.0,2317.07317073,-34.5873169,-58.4032019
6501,Austria 2200,Recoleta,66.0,2651.51515152,-34.5873169,-58.4032019
6502,Federico Lacroze 2300,Belgrano,340.0,1617.64705882,-34.5687836,-58.4435211
6503,Federico Lacroze 2300,Belgrano,142.0,2253.52112676,-34.5687836,-58.4435211
6504,French 2900,Barrio Norte,41.0,2292.68292683,-34.5882339,-58.4040129
6505,French 2900,Barrio Norte,38.0,3131.57894737,-34.5882339,-58.4040129
6506,French 2900,Barrio Norte,210.0,1642.85714286,-34.5882339,-58.4040129
6507,French 2900,Barrio Norte,51.0,3117.64705882,-34.5882339,-58.4040129
6508,Olleros 2500,Belgrano,102.0,2892.15686275,-34.5713065,-58.44419
6509,Cuba 2800,Belgrano,68.0,2647.05882353,-34.5545576,-58.4603498
6510,Cuba 2800,Belgrano,39.0,2269.23076923,-34.5545576,-58.4603498
6511,Cuba 2800,Belgrano,130.0,2230.76923077,-34.5545576,-58.4603498
6512,Cuba 2800,Belgrano,38.0,2500.0,-34.5545576,-58.4603498
6513,Cuba 2800,Belgrano,68.0,2382.35294118,-34.5545576,-58.4603498
6514,Cuba 2800,Belgrano,145.0,2551.72413793,-34.5545576,-58.4603498
6515,Cuba 2800,Belgrano,130.0,2069.23076923,-34.5545576,-58.4603498
6516,Dr. Pedro Ignacio Rivera 2800,Belgrano,126.0,2611.11111111,-34.558971899999996,-58.4646709
6517,Dr. Pedro Ignacio Rivera 2800,Belgrano,127.0,2598.42519685,-34.558971899999996,-58.4646709
6518,Camargo 600,Villa Crespo,81.0,2222.22222222,-34.599992900000004,-58.440795900000005
6519,Avenida Congreso 1500,Nuñez,128.0,2265.625,-34.553424,-58.4586454
6520,Avenida Congreso 1500,Nuñez,42.0,3285.71428571,-34.553424,-58.4586454
6521,Emilio Mitre 500,Caballito,112.0,2133.92857143,-34.6279539,-58.44307289999999
6522,Vidal 1700,Belgrano,37.0,3108.10810811,-34.568014700000006,-58.45717679999999
6523,Vidal 1700,Belgrano,24.0,2666.66666667,-34.568014700000006,-58.45717679999999
6524,Vidal 1700,Belgrano,37.0,2486.48648649,-34.568014700000006,-58.45717679999999
6525,Vidal 1700,Belgrano,24.0,2625.0,-34.568014700000006,-58.45717679999999
6526,Avenida General Las Heras 3000,Palermo,159.0,2263.52201258,-34.583467299999995,-58.406271
6527,Avenida General Las Heras 3000,Palermo,200.0,3400.0,-34.583467299999995,-58.406271
6528,Avenida Crisologo Larralde 2600,Nuñez,64.0,2335.9375,-34.545589899999996,-58.461424699999995
6529,Avenida Crisologo Larralde 2600,Nuñez,64.0,2023.4375,-34.545589899999996,-58.461424699999995
6530,Avenida Crisologo Larralde 2600,Nuñez,53.0,2452.83018868,-34.545589899999996,-58.461424699999995
6531,Avenida Crisologo Larralde 2600,Nuñez,80.0,1787.5,-34.545589899999996,-58.461424699999995
6532,Marcelo T De Alvear 1900,Barrio Norte,91.0,2417.58241758,-34.597386900000004,-58.3945779
6533,Marcelo T De Alvear 1900,Barrio Norte,25.0,2596.0,-34.597386900000004,-58.3945779
6534,Mario Bravo 0,Almagro,23.0,1608.69565217,-34.597846000000004,-58.4159759
6535,Mario Bravo 0,Almagro,26.0,2115.38461538,-34.597846000000004,-58.4159759
6536,Mario Bravo 0,Almagro,59.0,1559.3220339,-34.597846000000004,-58.4159759
6537,Mario Bravo 0,Almagro,28.0,1964.28571429,-34.597846000000004,-58.4159759
6538,Avenida Los Incas 5100,Villa Urquiza,55.0,1909.09090909,-34.586169899999994,-58.480537600000005
6539,Moreno 1500,Monserrat,42.0,1500.0,-34.6125359,-58.3873049
6540,Rodriguez Pena 1600,Recoleta,110.0,2545.45454545,-34.5917261,-58.3900966
6541,Rodriguez Pena 1600,Recoleta,110.0,2545.45454545,-34.5917261,-58.3900966
6542,Rodriguez Pena 1600,Recoleta,340.0,3529.41176471,-34.5917261,-58.3900966
6543,Rodriguez Pena 1600,Recoleta,340.0,3529.41176471,-34.5917261,-58.3900966
6544,Rodriguez Pena 1600,Recoleta,140.0,3071.42857143,-34.5917261,-58.3900966
6545,Rodriguez Pena 1600,Recoleta,140.0,3071.42857143,-34.5917261,-58.3900966
6546,Rodriguez Pena 1600,Recoleta,340.0,3529.41176471,-34.5917261,-58.3900966
6547,Rodriguez Pena 1600,Recoleta,340.0,3529.41176471,-34.5917261,-58.3900966
6548,Rodriguez Pena 1600,Recoleta,340.0,3823.52941176,-34.5917261,-58.3900966
6549,Rodriguez Pena 1600,Recoleta,340.0,3823.52941176,-34.5917261,-58.3900966
6550,Rodriguez Pena 1600,Recoleta,40.0,3050.0,-34.5917261,-58.3900966
6551,Rodriguez Pena 1600,Recoleta,40.0,3050.0,-34.5917261,-58.3900966
6552,Rodriguez Pena 1600,Recoleta,88.0,2784.09090909,-34.5917261,-58.3900966
6553,Rodriguez Pena 1600,Recoleta,88.0,2784.09090909,-34.5917261,-58.3900966
6554,Rodriguez Pena 1600,Recoleta,161.0,3093.16770186,-34.5917261,-58.3900966
6555,Rodriguez Pena 1600,Recoleta,161.0,3093.16770186,-34.5917261,-58.3900966
6556,Rodriguez Pena 1600,Recoleta,202.0,2722.77227723,-34.5917261,-58.3900966
6557,Rodriguez Pena 1600,Recoleta,202.0,2722.77227723,-34.5917261,-58.3900966
6558,Ecuador 900,Balvanera,89.0,2101.12359551,-34.599776299999995,-58.406403000000005
6559,Ecuador 900,Balvanera,103.0,1815.53398058,-34.599776299999995,-58.406403000000005
6560,Ecuador 900,Balvanera,57.0,2280.70175439,-34.599776299999995,-58.406403000000005
6561,Riobamba 1100,Recoleta,167.0,2964.07185629,-34.595982899999996,-58.3948069
6562,Av. Corrientes 2300,Balvanera,76.0,1750.0,-34.6047156,-58.399334499999995
6563,Av. Corrientes 2300,Balvanera,73.0,1849.31506849,-34.6047156,-58.399334499999995
6564,Av. Corrientes 2300,Balvanera,31.0,1935.48387097,-34.6047156,-58.399334499999995
6565,Avenida Mosconi 2200,Villa Pueyrredón,95.0,1821.05263158,-34.581363,-58.49422999999999
6566,Av. Figueroa Alcorta 3600,Palermo Chico - Palermo,116.0,3448.27586207,38.1156879,13.361267100000001
6567,Tucuman Al 700,Abasto,120.0,1750.0,-34.6016425,-58.40706170000001
6568,Sucre 2600,Belgrano,136.0,2323.52941176,-34.5633881,-58.4554936
6569,Sucre 2600,Belgrano,133.0,2105.26315789,-34.5633881,-58.4554936
6570,Av Pueyrredon 1500,Barrio Norte,127.0,2244.09448819,-34.5934959,-58.402040899999996
6571,Av Pueyrredon 1500,Barrio Norte,74.0,2540.54054054,-34.5934959,-58.402040899999996
6572,Olleros 1800,Las Cañitas,65.0,2138.46153846,-34.5619601,-58.434902
6573,Pasco 400,Balvanera,40.0,1875.0,-34.614117900000004,-58.3973199
6574,Pasco 400,Balvanera,74.0,1331.08108108,-34.614117900000004,-58.3973199
6575,Carlos Antonio Lopez 2800,Villa Pueyrredón,36.0,1944.44444444,-34.5812002,-58.4961286
6576,Carlos Antonio Lopez 2800,Villa Pueyrredón,36.0,1944.44444444,-34.581200200000005,-58.4961286
6578,Carlos Antonio Lopez 2800,Villa Pueyrredón,63.0,2060.31746032,-34.5812002,-58.4961286
6579,Carlos Antonio Lopez 2800,Villa Pueyrredón,63.0,2060.31746032,-34.581200200000005,-58.4961286
6581,Carlos Antonio Lopez 2800,Villa Pueyrredón,45.0,1955.55555556,-34.5812002,-58.4961286
6582,Carlos Antonio Lopez 2800,Villa Pueyrredón,45.0,1955.55555556,-34.581200200000005,-58.4961286
6584,Carlos Antonio Lopez 2800,Villa Pueyrredón,33.0,2090.90909091,-34.5812002,-58.4961286
6585,Carlos Antonio Lopez 2800,Villa Pueyrredón,33.0,2090.90909091,-34.581200200000005,-58.4961286
6587,Carlos Antonio Lopez 2800,Villa Pueyrredón,52.0,2307.69230769,-34.5812002,-58.4961286
6588,Carlos Antonio Lopez 2800,Villa Pueyrredón,52.0,2307.69230769,-34.581200200000005,-58.4961286
6590,Carlos Antonio Lopez 2800,Villa Pueyrredón,36.0,1916.66666667,-34.5812002,-58.4961286
6591,Carlos Antonio Lopez 2800,Villa Pueyrredón,36.0,1916.66666667,-34.581200200000005,-58.4961286
6593,Carlos Antonio Lopez 2800,Villa Pueyrredón,36.0,30555.5555556,-34.5812002,-58.4961286
6594,Carlos Antonio Lopez 2800,Villa Pueyrredón,36.0,30555.5555556,-34.581200200000005,-58.4961286
6596,San J. De Calasanz 100,Caballito,117.0,1623.93162393,-34.6201627,-58.4387358
6597,Gascon 1200,Palermo,66.0,2500.0,-34.5965124,-58.4232576
6598,Gascon 1200,Palermo,58.0,2155.17241379,-34.5965124,-58.4232576
6599,Gascon 1200,Palermo,26.0,2192.30769231,-34.5965124,-58.4232576
6600,Avda Estado De Israel 4500,Villa Crespo,80.0,1737.5,-34.5989732,-58.42908629999999
6601,Avenida Rivadavia 3700,Almagro,97.0,1628.86597938,-34.6111201,-58.418311100000004
6602,Belaustegui 1200,Paternal,22.0,2250.0,-34.6060226,-58.45721990000001
6603,Pringles 1300,Palermo,90.0,1722.22222222,-34.5966371,-58.4264041
6604,Pringles 1300,Palermo,83.0,1867.46987952,-34.5966371,-58.4264041
6605,Huergo 300,Las Cañitas,183.0,2448.08743169,-34.57304129999999,-58.4318622
6606,Huergo 300,Las Cañitas,190.0,2894.73684211,-34.57304129999999,-58.4318622
6607,Huergo 300,Las Cañitas,50.0,3000.0,-34.57304129999999,-58.4318622
6608,Huergo 300,Las Cañitas,50.0,3100.0,-34.57304129999999,-58.4318622
6609,Huergo 300,Las Cañitas,203.0,2216.74876847,-34.57304129999999,-58.4318622
6610,Mendoza 2700,Belgrano,64.0,2029.6875,-32.8659792,-68.84360649999999
6611,Mendoza 2700,Belgrano,64.0,2342.1875,-32.8659792,-68.84360649999999
6612,Mendoza 2700,Belgrano,69.0,2210.14492754,-32.8659792,-68.84360649999999
6613,Mendoza 2700,Belgrano,1.0,149000.0,-32.8659792,-68.84360649999999
6614,Blanco Encalada 2300,Belgrano,45.0,1997.77777778,-34.558708100000004,-58.45793320000001
6615,Blanco Encalada 2300,Belgrano,63.0,2301.58730159,-34.558708100000004,-58.45793320000001
6616,Blanco Encalada 2300,Belgrano,82.0,2134.14634146,-34.558708100000004,-58.45793320000001
6617,Blanco Encalada 2300,Belgrano,47.0,2340.42553191,-34.558708100000004,-58.45793320000001
6618,Blanco Encalada 2300,Belgrano,44.0,2250.0,-34.558708100000004,-58.45793320000001
6619,Blanco Encalada 2300,Belgrano,43.0,2046.51162791,-34.558708100000004,-58.45793320000001
6620,Blanco Encalada 2300,Belgrano,36.0,2416.66666667,-34.558708100000004,-58.45793320000001
6621,Blanco Encalada 2300,Belgrano,40.0,2075.0,-34.558708100000004,-58.45793320000001
6622,Blanco Encalada 2300,Belgrano,44.0,2250.0,-34.558708100000004,-58.45793320000001
6623,Blanco Encalada 2300,Belgrano,78.0,2243.58974359,-34.558708100000004,-58.45793320000001
6624,Blanco Encalada 2300,Belgrano,50.0,2200.0,-34.558708100000004,-58.45793320000001
6625,Blanco Encalada 2300,Belgrano,78.0,2179.48717949,-34.558708100000004,-58.45793320000001
6626,Avenida Diaz Velez 3600,Almagro,134.0,1485.07462687,-34.6086547,-58.41738470000001
6627,Cordoba 6200,Palermo Hollywood - Palermo,89.0,1505.61797753,38.1156879,13.361267100000001
6628,Guatemala  4550,Palermo Soho - Palermo,220.0,5227.27272727,-34.587507757142895,-58.4231493285714
6629,Guatemala  4550,Palermo Soho - Palermo,45.0,3977.77777778,-34.587507757142895,-58.4231493285714
6630,Paysandu 1800,Villa Crespo,47.0,2446.80851064,-34.6045135,-58.4584936
6631,Paysandu 1800,Villa Crespo,36.0,2277.77777778,-34.6045135,-58.4584936
6632,Sarmiento 3000,Once,78.0,807.692307692,-34.606800899999996,-58.4085659
6633,Sarmiento 3000,Once,50.0,1540.0,-34.606800899999996,-58.4085659
6634,Juan Thorne 400,Parque Chacabuco,40.0,1800.0,0.0,0.0
6635,Mario Bravo 800,Almagro,76.0,1210.52631579,-34.6005939,-58.4163139
6636,Mario Bravo 800,Almagro,51.0,1450.98039216,-34.6005939,-58.4163139
6637,Mario Bravo 800,Almagro,36.0,1888.88888889,-34.6005939,-58.4163139
6638,Mario Bravo 800,Almagro,38.0,1776.31578947,-34.6005939,-58.4163139
6639,Mario Bravo 800,Almagro,36.0,2013.88888889,-34.6005939,-58.4163139
6640,Mario Bravo 800,Almagro,35.0,2071.42857143,-34.6005939,-58.4163139
6641,Mario Bravo 800,Almagro,41.0,1780.48780488,-34.6005939,-58.4163139
6642,Mario Bravo 800,Almagro,38.0,1947.36842105,-34.6005939,-58.4163139
6643,Mario Bravo 800,Almagro,36.0,1930.55555556,-34.6005939,-58.4163139
6644,Mario Bravo 800,Almagro,36.0,1861.11111111,-34.6005939,-58.4163139
6645,Mario Bravo 800,Almagro,38.0,1828.94736842,-34.6005939,-58.4163139
6646,Mario Bravo 800,Almagro,35.0,1985.71428571,-34.6005939,-58.4163139
6647,Av. Del Libertador 6500,Belgrano,70.0,2642.85714286,-34.55235029999999,-58.451683200000005
6648,Avenida Pedro Goyena 1100,Caballito,140.0,2750.0,-34.626875899999995,-58.4430659
6649,Avenida Pedro Goyena 1100,Caballito,400.0,2375.0,-34.626875899999995,-58.4430659
6650,Malabia 1400,Palermo Soho - Palermo,50.0,1980.0,-34.5921912,-58.429339399999996
6651,Pte. Peron Al 1700 6o,Centro / Microcentro,43.0,2674.41860465,0.0,0.0
6652,Quesada 1700,Nuñez,49.0,2234.69387755,-34.5507472,-58.45615279999999
6653,Quesada 1700,Nuñez,49.0,2306.12244898,-34.5507472,-58.45615279999999
6654,Avenida Del Libertador 7000,Nuñez,150.0,3300.0,-34.5481965,-58.4558552
6655,Avenida Del Libertador 7000,Nuñez,184.0,2445.65217391,-34.5481965,-58.4558552
6656,Avenida Del Libertador 7000,Nuñez,224.0,5580.35714286,-34.5481965,-58.4558552
6657,Avenida Del Libertador 7000,Nuñez,294.0,4931.97278912,-34.5481965,-58.4558552
6658,Avenida Del Libertador 7000,Nuñez,291.0,3780.06872852,-34.5481965,-58.4558552
6659,Avenida Del Libertador 7000,Nuñez,298.0,4697.98657718,-34.5481965,-58.4558552
6660,Arzobispo Espinosa 1400,Barracas,97.0,1855.67010309,-34.6340089,-58.37208489999999
6661,Brandsen 1700,Barracas,144.0,1805.55555556,-34.6379774,-58.3745392
6662,Brandsen 1700,Barracas,68.0,2191.17647059,-34.6379774,-58.3745392
6663,Brandsen 1700,Barracas,87.0,1724.13793103,-34.6379774,-58.3745392
6664,Brandsen 1700,Barracas,55.0,2145.45454545,-34.6379774,-58.3745392
6665,Concordia 3600,Villa Devoto,165.0,1666.66666667,-34.58784179999999,-58.5131637
6666,Condarco 1600,Villa del Parque,67.0,1776.11940299,-34.5993664,-58.4880948
6667,Avenida San Martin 5400,Villa del Parque,33.0,1939.39393939,-34.597163200000004,-58.493434181081106
6668,Jose Antonio Cabrera 4400,Palermo,53.0,2320.75471698,-34.5944059,-58.426224899999994
6669,Jose Antonio Cabrera 4400,Palermo,81.0,1913.58024691,-34.5944059,-58.426224899999994
6670,Juncal 900,Retiro,150.0,2933.33333333,-34.5930187,-58.3799587
6671,Juncal 900,Retiro,168.0,2351.19047619,-34.5930187,-58.3799587
6672,Juncal 900,Retiro,125.0,2240.0,-34.5930187,-58.3799587
6673,Juncal 900,Retiro,122.0,2336.06557377,-34.5930187,-58.3799587
6674,Juncal 900,Retiro,206.0,3058.25242718,-34.5930187,-58.3799587
